"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(Linear Waveform)","Total Cycle Count(Rotary Waveform)","Position(Linear:Position) (in)","Force(Linear:Load) (lb)",
7.64,7.64,1,1,1,0,0,-0.461707407743327,-4.40752125986054,
7.66,7.66,1,1,1,0,0,-0.46160381487193,-4.47100020543143,
7.68,7.68,1,1,1,0,0,-0.461500222000534,-4.49927515830016,
7.7,7.7,1,1,1,0,0,-0.461396629129138,-4.45708624641105,
7.72,7.72,1,1,1,0,0,-0.461293036257742,-4.43076707091467,
7.74,7.74,1,1,1,0,0,-0.461189473188668,-4.43048767414719,
7.76,7.76,1,1,1,0,0,-0.461085880317272,-4.4444388860699,
7.78,7.78,1,1,1,0,0,-0.460982287445876,-4.47198740734319,
7.8,7.8,1,1,1,0,0,-0.46087869457448,-4.54863525388786,
7.82,7.82,1,1,1,0,0,-0.460775101703084,-4.55945722201482,
7.84,7.84,1,1,1,0,0,-0.460672998947789,-4.50111917696551,
7.86,7.86,1,1,1,0,0,-0.460576558633682,-4.48301426643297,
7.88,7.88,1,1,1,0,0,-0.460480863377625,-4.53623003741186,
7.9,7.9,1,1,1,0,0,-0.460388774202535,-4.54876563904601,
7.92,7.92,1,1,1,0,0,-0.460296685027445,-4.54954794999495,
7.94,7.94,1,1,1,0,0,-0.460204625654676,-4.52646977700131,
7.96,7.96,1,1,1,0,0,-0.460112536479586,-4.5613384935825,
7.98,7.98,1,1,1,0,0,-0.460020447304496,-4.58560875945072,
8,8,1,1,1,0,0,-0.459928358129405,-4.5402719773147,
8.02,8.02,1,1,1,0,0,-0.459836298756637,-4.52511004606625,
8.04,8.04,1,1,1,0,0,-0.459744209581547,-4.53064210206231,
8.06,8.06,1,1,1,0,0,-0.459652120406457,-4.49698410480684,
8.08,8.08,1,1,1,0,0,-0.459560061033688,-4.47213641895251,
8.1,8.1,1,1,1,0,0,-0.459467971858598,-4.47023652093366,
8.12,8.12,1,1,1,0,0,-0.459375882683508,-4.49892125572802,
8.14,8.14,1,1,1,0,0,-0.459283793508417,-4.50106329761202,
8.16,8.16,1,1,1,0,0,-0.459191734135649,-4.47373829375271,
8.18,8.18,1,1,1,0,0,-0.459099644960559,-4.4465250486004,
8.2,8.2,1,1,1,0,0,-0.459007555785468,-4.45963807022068,
8.22,8.22,1,1,1,0,0,-0.458915466610378,-4.46246929079779,
8.24,8.24,1,1,1,0,0,-0.45882340723761,-4.45045522979625,
8.26,8.26,1,1,1,0,0,-0.45873131806252,-4.52334053320556,
8.28,8.28,1,1,1,0,0,-0.458639228887429,-4.62843097067944,
8.3,8.3,1,1,1,0,0,-0.458547169514661,-4.67615193856461,
8.32,8.32,1,1,1,0,0,-0.458455080339571,-4.6003236558712,
8.34,8.34,1,1,1,0,0,-0.45836299116448,-4.48733560310329,
8.36,8.36,1,1,1,0,0,-0.45827090198939,-4.47034827964065,
8.38,8.38,1,1,1,0,0,-0.458178842616622,-4.47005025642201,
8.4,8.4,1,1,1,0,0,-0.458086753441531,-4.44805241759594,
8.42,8.42,1,1,1,0,0,-0.457994664266441,-4.4414959067858,
8.44,8.44,1,1,1,0,0,-0.457902575091351,-4.46831799646365,
8.46,8.46,1,1,1,0,0,-0.457810515718583,-4.48310739868879,
8.48,8.48,1,1,1,0,0,-0.457711989241933,-4.50948245353867,
8.5,8.5,1,1,1,0,0,-0.457606012184774,-4.52961764724822,
8.52,8.52,1,1,1,0,0,-0.457498574813835,-4.4805928277815,
8.54,8.54,1,1,1,0,0,-0.457391167245218,-4.4532119445687,
8.56,8.56,1,1,1,0,0,-0.45728372987428,-4.48366619222375,
8.58,8.58,1,1,1,0,0,-0.457176292503341,-4.54045824182635,
8.6,8.6,1,1,1,0,0,-0.457068884934724,-4.55612308725626,
8.62,8.62,1,1,1,0,0,-0.456961447563785,-4.53669569869099,
8.64,8.64,1,1,1,0,0,-0.456854010192847,-4.5274383524619,
8.66,8.66,1,1,1,0,0,-0.456746572821908,-4.52257684870779,
8.68,8.68,1,1,1,0,0,-0.456639165253291,-4.43588934498509,
8.7,8.7,1,1,1,0,0,-0.456531727882353,-4.37585629287975,
8.72,8.72,1,1,1,0,0,-0.456424290511414,-4.35098998057425,
8.74,8.74,1,1,1,0,0,-0.456316882942797,-4.32573251279428,
8.76,8.76,1,1,1,0,0,-0.456209445571859,-4.32169057289144,
8.78,8.78,1,1,1,0,0,-0.45610200820092,-4.38123933726648,
8.8,8.8,1,1,1,0,0,-0.455994600632303,-4.4739059318132,
8.82,8.82,1,1,1,0,0,-0.455887163261365,-4.50527287557534,
8.84,8.84,1,1,1,0,0,-0.455779725890426,-4.43756572558995,
8.86,8.86,1,1,1,0,0,-0.455672318321809,-4.37613568964723,
8.88,8.88,1,1,1,0,0,-0.455564880950871,-4.45803619542048,
8.9,8.9,1,1,1,0,0,-0.455457443579932,-4.53302628781145,
8.92,8.92,1,1,1,0,0,-0.455350036011315,-4.49076287011768,
8.94,8.94,1,1,1,0,0,-0.455242598640377,-4.45384524390831,
8.96,8.96,1,1,1,0,0,-0.455135161269438,-4.50586892201263,
8.98,8.98,1,1,1,0,0,-0.455027753700821,-4.53174106268105,
9,9,1,1,1,0,0,-0.454920316329883,-4.46574754620285,
9.02,9.02,1,1,1,0,0,-0.454812878958944,-4.42363314011841,
9.04,9.04,1,1,1,0,0,-0.454705471390327,-4.43965188812045,
9.06,9.06,1,1,1,0,0,-0.454598034019388,-4.46703277133325,
9.08,9.08,1,1,1,0,0,-0.45449059664845,-4.43553544241295,
9.1,9.1,1,1,1,0,0,-0.454383159277511,-4.42856914967718,
9.12,9.12,1,1,1,0,0,-0.454275751708894,-4.45257864522908,
9.14,9.14,1,1,1,0,0,-0.454168314337956,-4.4958292648346,
9.16,9.16,1,1,1,0,0,-0.454063916803865,-4.5021436317796,
9.18,9.18,1,1,1,0,0,-0.453967029454927,-4.46671612166344,
9.2,9.2,1,1,1,0,0,-0.453871125582616,-4.45736564317853,
9.22,9.22,1,1,1,0,0,-0.453775221710305,-4.43916760039016,
9.24,9.24,1,1,1,0,0,-0.453682119256265,-4.38919283191401,
9.26,9.26,1,1,1,0,0,-0.453590059883497,-4.39662478592891,
9.28,9.28,1,1,1,0,0,-0.453497970708407,-4.44827593500993,
9.3,9.3,1,1,1,0,0,-0.453405881533316,-4.53535459420709,
9.32,9.32,1,1,1,0,0,-0.453313792358226,-4.53067935496464,
9.34,9.34,1,1,1,0,0,-0.453221732985458,-4.46662298940762,
9.36,9.36,1,1,1,0,0,-0.453129643810367,-4.418287348634,
9.38,9.38,1,1,1,0,0,-0.453037554635277,-4.4394656236088,
9.4,9.4,1,1,1,0,0,-0.452945495262509,-4.4983997150954,
9.42,9.42,1,1,1,0,0,-0.452853406087419,-4.46088604244875,
9.44,9.44,1,1,1,0,0,-0.452761316912328,-4.38032664115939,
9.46,9.46,1,1,1,0,0,-0.452669227737238,-4.35132525669522,
9.48,9.48,1,1,1,0,0,-0.45257716836447,-4.39912073038504,
9.5,9.5,1,1,1,0,0,-0.452485079189379,-4.44088123389735,
9.52,9.52,1,1,1,0,0,-0.452392990014289,-4.42512325621162,
9.54,9.54,1,1,1,0,0,-0.452300900839199,-4.39282498989122,
9.56,9.56,1,1,1,0,0,-0.45220884146643,-4.39485527306822,
9.58,9.58,1,1,1,0,0,-0.45211675229134,-4.36929978206961,
9.6,9.6,1,1,1,0,0,-0.45202466311625,-4.31917600198414,
9.62,9.62,1,1,1,0,0,-0.451932603743482,-4.29069615815259,
9.64,9.64,1,1,1,0,0,-0.451840514568391,-4.35184679732784,
9.66,9.66,1,1,1,0,0,-0.451748425393301,-4.41735602607575,
9.68,9.68,1,1,1,0,0,-0.451656336218211,-4.39288086924471,
9.7,9.7,1,1,1,0,0,-0.451564276845442,-4.37887377796851,
9.72,9.72,1,1,1,0,0,-0.451472187670352,-4.39498565822638,
9.74,9.74,1,1,1,0,0,-0.451380098495262,-4.39362592729132,
9.76,9.76,1,1,1,0,0,-0.451288009320171,-4.39783550525465,
9.78,9.78,1,1,1,0,0,-0.451195949947403,-4.40645955214412,
9.8,9.8,1,1,1,0,0,-0.451103860772313,-4.37928355989414,
9.82,9.82,1,1,1,0,0,-0.451011771597223,-4.35149289475571,
9.84,9.84,1,1,1,0,0,-0.45091920558498,-4.36533234797143,
9.86,9.86,1,1,1,0,0,-0.450817192236651,-4.41381700035436,
9.88,9.88,1,1,1,0,0,-0.450710678737696,-4.42260868530432,
9.9,9.9,1,1,1,0,0,-0.450603241366757,-4.37360249228876,
9.92,9.92,1,1,1,0,0,-0.450495803995818,-4.26931299221498,
9.94,9.94,1,1,1,0,0,-0.450388396427202,-4.25279133003147,
9.96,9.96,1,1,1,0,0,-0.450280959056263,-4.24720339468192,
9.98,9.98,1,1,1,0,0,-0.450173521685324,-4.16548915342032,
10,10,1,1,1,0,0,-0.450066114116708,-4.0803662715955,
10.02,0.0199999999999996,2,2,1,0,0,-0.449958855559701,-3.98771830349995,
10.04,0.0400000000000009,2,2,0,0,0,-0.449915105750953,-3.92764799849228,
