"Total Time (s)","Cycle Elapsed Time (s)","Total Cycles","Elapsed Cycles","Step","Total Cycle Count(Linear Waveform)","Total Cycle Count(Rotary Waveform)","Position(Linear:Position) (in)","Force(Linear:Load) (lb)",
24.36,4.36,3,3,1,0,0,-0.388342107716062,6992.41029856232,
24.38,4.38,3,3,1,0,0,-0.388246174041429,6993.63815422313,
24.4,4.4,3,3,1,0,0,-0.38814678329744,6994.86600988394,
24.42,4.42,3,3,1,0,0,-0.388043190426044,6996.09386554475,
24.44,4.44,3,3,1,0,0,-0.387939597554648,6997.32172120555,
24.46,4.46,3,3,1,0,0,-0.387836004683252,6998.54898081992,
24.48,4.48,3,3,1,0,0,-0.387732411811856,6999.77683648073,
24.5,4.5,3,3,1,0,0,-0.38762881894046,7001.1894665371,
24.52,4.52,3,3,1,0,0,-0.387525226069064,7003.01038840301,
24.54,4.54,3,3,1,0,0,-0.387421633197668,7004.85217189422,
24.56,4.56,3,3,1,0,0,-0.387318040326272,7006.69395538543,
24.58,4.58,3,3,1,0,0,-0.387214447454875,7008.5351428302,
24.6,4.6,3,3,1,0,0,-0.387110854583479,7010.37692632142,
24.62,4.62,3,3,1,0,0,-0.387007261712083,7012.21453748757,
24.64,4.64,3,3,1,0,0,-0.386903668840687,7013.35954269359,
24.66,4.66,3,3,1,0,0,-0.386800075969291,7014.2804344392,
24.68,4.68,3,3,1,0,0,-0.386696483097895,7015.2013261848,
24.7,4.7,3,3,1,0,0,-0.386592920028821,7016.12221793041,
24.72,4.72,3,3,1,0,0,-0.386489327157425,7017.04310967602,
24.74,4.74,3,3,1,0,0,-0.386385734286029,7017.96400142162,
24.76,4.76,3,3,1,0,0,-0.386282141414633,7018.88429712079,
24.78,4.78,3,3,1,0,0,-0.386178548543237,7019.8051888664,
24.8,4.8,3,3,1,0,0,-0.38607495567184,7020.726080612,
24.82,4.82,3,3,1,0,0,-0.385971362800444,7021.64697235761,
24.84,4.84,3,3,1,0,0,-0.385867769929048,7022.56786410322,
24.86,4.86,3,3,1,0,0,-0.385764177057652,7023.48875584882,
24.88,4.88,3,3,1,0,0,-0.385660584186256,7024.68978941995,
24.9,4.9,3,3,1,0,0,-0.38555699131486,7026.28302154681,
24.92,4.92,3,3,1,0,0,-0.385453398443464,7027.89473111324,
24.94,4.94,3,3,1,0,0,-0.385349805572068,7029.50584463322,
24.96,4.96,3,3,1,0,0,-0.385246212700672,7031.11755419964,
24.98,4.98,3,3,1,0,0,-0.385142619829276,7032.72866771962,
25,5,3,3,1,0,0,-0.38503902695788,7034.34037728604,
25.02,5.02,3,3,1,0,0,-0.384935434086484,7035.95149080602,
25.04,5.04,3,3,1,0,0,-0.384831841215087,7037.56320037244,
25.06,5.06,3,3,1,0,0,-0.384728278146013,7039.17490993886,
25.08,5.08,3,3,1,0,0,-0.384624685274617,7040.49157651883,
25.1,5.1,3,3,1,0,0,-0.384521092403221,7041.52273685533,
25.12,5.12,3,3,1,0,0,-0.384417499531825,7042.42038278988,
25.14,5.14,3,3,1,0,0,-0.384313906660429,7043.18928269398,
25.16,5.16,3,3,1,0,0,-0.384210313789033,7043.9569905052,
25.18,5.18,3,3,1,0,0,-0.384106720917637,7044.72410226999,
25.2,5.2,3,3,1,0,0,-0.384003128046241,7045.49121403478,
25.22,5.22,3,3,1,0,0,-0.383899535174845,7046.258921846,
25.24,5.24,3,3,1,0,0,-0.383795942303449,7047.02603361078,
25.26,5.26,3,3,1,0,0,-0.383692349432052,7047.79314537557,
25.28,5.28,3,3,1,0,0,-0.383588756560656,7048.56085318679,
25.3,5.3,3,3,1,0,0,-0.38348516368926,7049.34346215895,
25.32,5.32,3,3,1,0,0,-0.383381570817864,7050.32157436254,
25.34,5.34,3,3,1,0,0,-0.383277977946468,7051.55419839484,
25.36,5.36,3,3,1,0,0,-0.383174385075072,7052.95669566177,
25.38,5.38,3,3,1,0,0,-0.383070792203676,7054.41462524737,
25.4,5.4,3,3,1,0,0,-0.38296719933228,7055.87255483297,
25.42,5.42,3,3,1,0,0,-0.382863636263206,7057.33048441858,
25.44,5.44,3,3,1,0,0,-0.38276004339181,7058.78841400418,
25.46,5.46,3,3,1,0,0,-0.382656450520414,7060.24634358978,
25.48,5.48,3,3,1,0,0,-0.382552857649017,7061.70427317538,
25.5,5.5,3,3,1,0,0,-0.382449264777621,7063.16279880741,
25.52,5.52,3,3,1,0,0,-0.382345671906225,7064.62072839301,
25.54,5.54,3,3,1,0,0,-0.382243867174151,7066.07865797861,
25.56,5.56,3,3,1,0,0,-0.382144118802298,7067.53658756421,
25.58,5.58,3,3,1,0,0,-0.382044370430444,7068.99451714981,
25.6,5.6,3,3,1,0,0,-0.381947810907049,7070.45244673541,
25.62,5.62,3,3,1,0,0,-0.381851877232416,7071.54619194783,
25.64,5.64,3,3,1,0,0,-0.381755973360105,7071.31373383729,
25.66,5.66,3,3,1,0,0,-0.381660039685472,7070.93047597812,
25.68,5.68,3,3,1,0,0,-0.381564135813161,7070.5466220725,
25.7,5.7,3,3,1,0,0,-0.381468202138528,7070.16276816689,
25.72,5.72,3,3,1,0,0,-0.381372298266217,7069.79083519003,
25.74,5.74,3,3,1,0,0,-0.381276364591584,7070.42145232067,
25.76,5.76,3,3,1,0,0,-0.381180460719274,7071.48301102548,
25.78,5.78,3,3,1,0,0,-0.381084527044641,7072.55708670547,
25.8,5.8,3,3,1,0,0,-0.38098862317233,7073.63116238546,
25.82,5.82,3,3,1,0,0,-0.380892689497697,7074.70583411188,
25.84,5.84,3,3,1,0,0,-0.380796785625386,7075.86752861815,
25.86,5.86,3,3,1,0,0,-0.380700881753075,7077.35526052562,
25.88,5.88,3,3,1,0,0,-0.380604948078442,7078.99260008884,
25.9,5.9,3,3,1,0,0,-0.380509044206131,7081.16518935275,
25.92,5.92,3,3,1,0,0,-0.380413110531498,7083.80567506992,
25.94,5.94,3,3,1,0,0,-0.380317206659187,7086.55404519224,
25.96,5.96,3,3,1,0,0,-0.380221272984555,7089.31672042906,
25.98,5.98,3,3,1,0,0,-0.380125369112244,7092.06032217988,
26,6,3,3,1,0,0,-0.380029435437611,7092.88644254196,
26.02,6.02,3,3,1,0,0,-0.3799335315653,7092.66232908154,
26.04,6.04,3,3,1,0,0,-0.379837597890667,7092.35536516634,
26.06,6.06,3,3,1,0,0,-0.379741694018356,7092.04840125114,
26.08,6.08,3,3,1,0,0,-0.379645760343723,7091.74143733594,
26.1,6.1,3,3,1,0,0,-0.379549856471412,7092.47040212874,
26.12,6.12,3,3,1,0,0,-0.379453922796779,7095.48937733359,
26.14,6.14,3,3,1,0,0,-0.379358018924469,7098.78849436396,
26.16,6.16,3,3,1,0,0,-0.379262115052158,7102.08820744077,
26.18,6.18,3,3,1,0,0,-0.379166181377525,7105.38792051759,
26.2,6.2,3,3,1,0,0,-0.379070277505214,7107.16175471495,
26.22,6.22,3,3,1,0,0,-0.378974343830581,7107.05923472774,
26.24,6.24,3,3,1,0,0,-0.37887843995827,7106.25397599096,
26.26,6.26,3,3,1,0,0,-0.378782506283637,7105.28480448394,
26.28,6.28,3,3,1,0,0,-0.378686602411326,7104.28761879436,
26.3,6.3,3,3,1,0,0,-0.378590668736693,7103.28983705834,
26.32,6.32,3,3,1,0,0,-0.378494764864382,7102.29265136876,
26.34,6.34,3,3,1,0,0,-0.378398831189749,7101.36639520522,
26.36,6.36,3,3,1,0,0,-0.378302927317439,7102.41364879553,
26.38,6.38,3,3,1,0,0,-0.378206993642806,7104.58146968794,
26.4,6.4,3,3,1,0,0,-0.378111089770495,7106.98174869089,
26.42,6.42,3,3,1,0,0,-0.378015156095862,7109.43686396607,
26.44,6.44,3,3,1,0,0,-0.377919252223551,7112.0254936432,
26.46,6.46,3,3,1,0,0,-0.37782334835124,7114.98784443651,
26.48,6.48,3,3,1,0,0,-0.377727414676607,7118.05748358853,
26.5,6.5,3,3,1,0,0,-0.377631510804296,7121.12652669411,
26.52,6.52,3,3,1,0,0,-0.377535577129663,7124.19616584613,
26.54,6.54,3,3,1,0,0,-0.377439673257353,7126.16729141423,
26.56,6.56,3,3,1,0,0,-0.37734373958272,7126.23941303314,
26.58,6.58,3,3,1,0,0,-0.377247835710409,7125.93244911794,
26.6,6.6,3,3,1,0,0,-0.377151902035776,7125.62548520274,
26.62,6.62,3,3,1,0,0,-0.377055998163465,7125.31852128754,
26.64,6.64,3,3,1,0,0,-0.376960064488832,7125.01155737234,
26.66,6.66,3,3,1,0,0,-0.376864160616521,7124.70459345713,
26.68,6.68,3,3,1,0,0,-0.376768226941888,7124.39822558837,
26.7,6.7,3,3,1,0,0,-0.376672323069577,7124.09126167317,
26.72,6.72,3,3,1,0,0,-0.376576419197266,7124.49180487902,
26.74,6.74,3,3,1,0,0,-0.376480485522634,7125.62548520274,
26.76,6.76,3,3,1,0,0,-0.376384581650323,7126.77645087314,
26.78,6.78,3,3,1,0,0,-0.37628864797569,7127.92801258997,
26.8,6.8,3,3,1,0,0,-0.376192744103379,7129.07897826037,
26.82,6.82,3,3,1,0,0,-0.376096810428746,7130.22994393077,
26.84,6.84,3,3,1,0,0,-0.376000906556435,7131.38090960117,
26.86,6.86,3,3,1,0,0,-0.375904972881802,7132.53187527156,
26.88,6.88,3,3,1,0,0,-0.375809069009491,7133.68284094196,
26.9,6.9,3,3,1,0,0,-0.375713135334858,7134.83380661236,
26.92,6.92,3,3,1,0,0,-0.375617231462548,7135.98477228276,
26.94,6.94,3,3,1,0,0,-0.375521297787915,7137.1363339996,
26.96,6.96,3,3,1,0,0,-0.375425393915604,7138.73254635864,
26.98,6.98,3,3,1,0,0,-0.375329460240971,7140.49743985945,
27,7,3,3,1,0,0,-0.37523355636866,7142.26233336025,
27.02,7.02,3,3,1,0,0,-0.375137652496349,7144.02722686105,
27.04,7.04,3,3,1,0,0,-0.375041718821716,7145.79212036185,
27.06,7.06,3,3,1,0,0,-0.374945814949405,7147.55701386266,
27.08,7.08,3,3,1,0,0,-0.374849881274772,7149.31058248115,
27.1,7.1,3,3,1,0,0,-0.374753977402461,7150.48896628766,
27.12,7.12,3,3,1,0,0,-0.37465571914671,7151.2632306097,
27.14,7.14,3,3,1,0,0,-0.374555940972534,7151.95404843051,
27.16,7.16,3,3,1,0,0,-0.374456192600681,7152.64486625132,
27.18,7.18,3,3,1,0,0,-0.374356444228827,7153.3350880257,
27.2,7.2,3,3,1,0,0,-0.374256695856974,7154.02590584651,
27.22,7.22,3,3,1,0,0,-0.37415694748512,7154.71612762089,
27.24,7.24,3,3,1,0,0,-0.374057169310945,7155.4069454417,
27.26,7.26,3,3,1,0,0,-0.373957420939091,7156.09776326252,
27.28,7.28,3,3,1,0,0,-0.373857672567238,7156.7879850369,
27.3,7.3,3,3,1,0,0,-0.373757924195384,7157.47880285771,
27.32,7.32,3,3,1,0,0,-0.373658175823531,7158.16962067852,
27.34,7.34,3,3,1,0,0,-0.373558397649355,7158.8598424529,
27.36,7.36,3,3,1,0,0,-0.373458649277502,7159.64662375012,
27.38,7.38,3,3,1,0,0,-0.373358900905648,7161.5950995536,
27.4,7.4,3,3,1,0,0,-0.373259152533795,7164.02279669267,
27.42,7.42,3,3,1,0,0,-0.373159404161941,7166.47850801428,
27.44,7.44,3,3,1,0,0,-0.373059625987766,7168.93362328946,
27.46,7.46,3,3,1,0,0,-0.372959877615912,7171.38933461108,
27.48,7.48,3,3,1,0,0,-0.372860129244059,7172.7358035129,
27.5,7.5,3,3,1,0,0,-0.372758384116629,7173.04157533523,
27.52,7.52,3,3,1,0,0,-0.372651900419995,7173.0874709109,
27.54,7.54,3,3,1,0,0,-0.372544492851379,7173.0874709109,
27.56,7.56,3,3,1,0,0,-0.37243705548044,7173.0874709109,
27.58,7.58,3,3,1,0,0,-0.372329618109501,7173.0874709109,
27.6,7.6,3,3,1,0,0,-0.372222210540885,7173.0874709109,
27.62,7.62,3,3,1,0,0,-0.372114773169946,7173.0874709109,
27.64,7.64,3,3,1,0,0,-0.372007335799007,7173.0874709109,
27.66,7.66,3,3,1,0,0,-0.371899928230391,7173.0874709109,
27.68,7.68,3,3,1,0,0,-0.371792490859452,7173.0874709109,
27.7,7.7,3,3,1,0,0,-0.371685053488513,7173.13634671876,
27.72,7.72,3,3,1,0,0,-0.371577616117575,7174.02147567813,
27.74,7.74,3,3,1,0,0,-0.371470208548958,7175.3047636576,
27.76,7.76,3,3,1,0,0,-0.371362771178019,7176.68639929923,
27.78,7.78,3,3,1,0,0,-0.37125533380708,7178.13240795609,
27.8,7.8,3,3,1,0,0,-0.371147926238464,7179.59033754169,
27.82,7.82,3,3,1,0,0,-0.371040488867525,7181.04826712729,
27.84,7.84,3,3,1,0,0,-0.370933051496586,7182.50619671289,
27.86,7.86,3,3,1,0,0,-0.37082564392797,7183.96412629849,
27.88,7.88,3,3,1,0,0,-0.370718206557031,7185.42265193052,
27.9,7.9,3,3,1,0,0,-0.370610769186092,7186.88058151612,
27.92,7.92,3,3,1,0,0,-0.370503361617476,7188.33851110172,
27.94,7.94,3,3,1,0,0,-0.370395924246537,7189.79644068732,
27.96,7.96,3,3,1,0,0,-0.370288486875598,7191.25437027292,
27.98,7.98,3,3,1,0,0,-0.370181079306982,7192.42500547575,
28,8,3,3,1,0,0,-0.370073641936043,7193.26304676658,
28.02,8.02,3,3,1,0,0,-0.369966204565104,7193.99916411662,
28.04,8.04,3,3,1,0,0,-0.369858796996488,7194.689385891,
28.06,8.06,3,3,1,0,0,-0.369751359625549,7195.38020371181,
28.08,8.08,3,3,1,0,0,-0.36964392225461,7196.07102153263,
28.1,8.1,3,3,1,0,0,-0.369536514685994,7196.761243307,
28.12,8.12,3,3,1,0,0,-0.369429077315055,7197.45206112782,
28.14,8.14,3,3,1,0,0,-0.369321639944116,7198.14287894863,
28.16,8.16,3,3,1,0,0,-0.369214202573178,7198.83310072301,
28.18,8.18,3,3,1,0,0,-0.369106795004561,7199.52391854382,
28.2,8.2,3,3,1,0,0,-0.368999357633622,7200.2141403182,
28.22,8.22,3,3,1,0,0,-0.368891920262683,7200.90495813901,
28.24,8.24,3,3,1,0,0,-0.368784512694067,7201.59577595983,
28.26,8.26,3,3,1,0,0,-0.368680055555332,7202.2859977342,
28.28,8.28,3,3,1,0,0,-0.368583198008716,7202.97681555502,
28.3,8.3,3,3,1,0,0,-0.368487264334083,7203.66763337583,
28.32,8.32,3,3,1,0,0,-0.368391360461772,7204.3673918932,
28.34,8.34,3,3,1,0,0,-0.368296291054478,7205.24596434176,
28.36,8.36,3,3,1,0,0,-0.368204201879388,7206.24315003134,
28.38,8.38,3,3,1,0,0,-0.368112112704297,7207.24093176736,
28.4,8.4,3,3,1,0,0,-0.368020053331529,7208.23871350337,
28.42,8.42,3,3,1,0,0,-0.367927964156439,7209.23589919295,
28.44,8.44,3,3,1,0,0,-0.367835874981348,7210.23368092897,
28.46,8.46,3,3,1,0,0,-0.367743785806258,7211.23086661855,
28.48,8.48,3,3,1,0,0,-0.36765172643349,7212.22864835456,
28.5,8.5,3,3,1,0,0,-0.3675596372584,7213.22643009058,
28.52,8.52,3,3,1,0,0,-0.367467548083309,7214.22361578016,
28.54,8.54,3,3,1,0,0,-0.367375458908219,7215.22139751617,
28.56,8.56,3,3,1,0,0,-0.367283399535451,7216.21858320575,
28.58,8.58,3,3,1,0,0,-0.36719131036036,7217.21636494177,
28.6,8.6,3,3,1,0,0,-0.36709922118527,7218.21414667778,
28.62,8.62,3,3,1,0,0,-0.367007161812502,7219.21133236736,
28.64,8.64,3,3,1,0,0,-0.366915072637411,7220.20911410338,
28.66,8.66,3,3,1,0,0,-0.366822983462321,7221.20689583939,
28.68,8.68,3,3,1,0,0,-0.366730894287231,7222.20408152897,
28.7,8.7,3,3,1,0,0,-0.366638834914462,7223.20186326499,
28.72,8.72,3,3,1,0,0,-0.366546745739372,7224.19904895456,
28.74,8.74,3,3,1,0,0,-0.366454656564282,7225.19683069058,
28.76,8.76,3,3,1,0,0,-0.366362567389192,7226.1946124266,
28.78,8.78,3,3,1,0,0,-0.366270508016423,7227.19179811617,
28.8,8.8,3,3,1,0,0,-0.366178418841333,7228.18957985219,
28.82,8.82,3,3,1,0,0,-0.366086329666243,7229.18676554177,
28.84,8.84,3,3,1,0,0,-0.365994270293474,7230.18454727779,
28.86,8.86,3,3,1,0,0,-0.365902181118384,7231.1823290138,
28.88,8.88,3,3,1,0,0,-0.365810091943294,7232.17951470338,
28.9,8.9,3,3,1,0,0,-0.365718002768203,7233.17729643939,
28.92,8.92,3,3,1,0,0,-0.365625943395435,7234.17448212897,
28.94,8.94,3,3,1,0,0,-0.365533287976226,7235.17226386499,
28.96,8.96,3,3,1,0,0,-0.365431513046474,7236.170045601,
28.98,8.98,3,3,1,0,0,-0.365324492908044,7237.16663524415,
29,9,3,3,1,0,0,-0.365217055537105,7237.68817587677,
29.02,9.02,3,3,1,0,0,-0.365109618166167,7237.99513979197,
29.04,9.04,3,3,1,0,0,-0.36500221059755,7238.30210370717,
29.06,9.06,3,3,1,0,0,-0.364894773226611,7238.60906762238,
29.08,9.08,3,3,1,0,0,-0.364787335855673,7238.91603153758,
29.1,9.1,3,3,1,0,0,-0.364679928287056,7239.22299545278,
29.12,9.12,3,3,1,0,0,-0.364572490916117,7239.52995936798,
29.14,9.14,3,3,1,0,0,-0.364465053545179,7240.26667276447,
29.16,9.16,3,3,1,0,0,-0.364357645976562,7241.57559074075,
29.18,9.18,3,3,1,0,0,-0.364250208605623,7242.95663033594,
29.2,9.2,3,3,1,0,0,-0.364142771234685,7244.33826597756,
29.22,9.22,3,3,1,0,0,-0.364035333863746,7245.71930557275,
29.24,9.24,3,3,1,0,0,-0.363927926295129,7247.10034516794,
29.26,9.26,3,3,1,0,0,-0.363820488924191,7248.48198080957,
29.28,9.28,3,3,1,0,0,-0.363713051553252,7249.86302040476,
29.3,9.3,3,3,1,0,0,-0.363605643984635,7251.24405999995,
29.32,9.32,3,3,1,0,0,-0.363498206613696,7252.33899730525,
29.34,9.34,3,3,1,0,0,-0.363390769242758,7253.14902441352,
29.36,9.36,3,3,1,0,0,-0.363283361674141,7253.9161361783,
29.38,9.38,3,3,1,0,0,-0.363175924303202,7254.68324794309,
29.4,9.4,3,3,1,0,0,-0.363068486932264,7255.45095575431,
29.42,9.42,3,3,1,0,0,-0.362961079363647,7256.15309845744,
29.44,9.44,3,3,1,0,0,-0.362853641992708,7256.84332023181,
29.46,9.46,3,3,1,0,0,-0.36274620462177,7257.53413805263,
29.48,9.48,3,3,1,0,0,-0.362638797053153,7258.22495587344,
29.5,9.5,3,3,1,0,0,-0.362531359682214,7258.91517764782,
29.52,9.52,3,3,1,0,0,-0.362423922311276,7259.60599546863,
29.54,9.54,3,3,1,0,0,-0.362316514742659,7260.29681328944,
29.56,9.56,3,3,1,0,0,-0.36220907737172,7260.98703506382,
29.58,9.58,3,3,1,0,0,-0.362101640000782,7261.67785288463,
29.6,9.6,3,3,1,0,0,-0.361994202629843,7262.36807465901,
29.62,9.62,3,3,1,0,0,-0.361890103118972,7263.05889247982,
29.64,9.64,3,3,1,0,0,-0.361793364781644,7263.74971030064,
29.66,9.66,3,3,1,0,0,-0.361697460909333,7264.43993207502,
29.68,9.68,3,3,1,0,0,-0.361601527234701,7265.13074989583,
29.7,9.7,3,3,1,0,0,-0.36150562336239,7265.82156771664,
29.72,9.72,3,3,1,0,0,-0.361413057350147,7266.51178949102,
29.74,9.74,3,3,1,0,0,-0.361320997977378,7267.20260731183,
29.76,9.76,3,3,1,0,0,-0.361228908802288,7267.89342513265,
29.78,9.78,3,3,1,0,0,-0.361136819627198,7268.58364690702,
29.8,9.8,3,3,1,0,0,-0.36104476025443,7269.27446472784,
29.82,9.82,3,3,1,0,0,-0.360952671079339,7269.96528254865,
29.84,9.84,3,3,1,0,0,-0.360860581904249,7270.65550432303,
29.86,9.86,3,3,1,0,0,-0.360768492729159,7271.34632214384,
29.88,9.88,3,3,1,0,0,-0.36067643335639,7272.03713996465,
29.9,9.9,3,3,1,0,0,-0.3605843441813,7272.72736173903,
29.92,9.92,3,3,1,0,0,-0.36049225500621,7273.41817955985,
29.94,9.94,3,3,1,0,0,-0.360400165831119,7274.10899738066,
29.96,9.96,3,3,1,0,0,-0.360308106458351,7274.79921915504,
29.98,9.98,3,3,1,0,0,-0.360216017283261,7275.49003697585,
30,10,3,3,1,0,0,-0.360123928108171,7276.18025875023,
30.02,0.0199999999999996,4,4,1,0,0,-0.360031868735402,7276.87107657104,
30.04,0.0399999999999991,4,4,1,0,0,-0.359939779560312,7277.56189439185,
30.06,0.0600000000000023,4,4,1,0,0,-0.359847690385222,7278.25211616623,
30.08,0.0800000000000018,4,4,1,0,0,-0.359755601210131,7278.94293398704,
30.1,0.100000000000001,4,4,1,0,0,-0.359663541837363,7279.63375180786,
30.12,0.120000000000001,4,4,1,0,0,-0.359571452662273,7280.61365215076,
30.14,0.140000000000001,4,4,1,0,0,-0.359479363487182,7281.96071709902,
30.16,0.16,4,4,1,0,0,-0.359387274312092,7283.34235274065,
30.18,0.18,4,4,1,0,0,-0.359295214939324,7284.72339233584,
30.2,0.199999999999999,4,4,1,0,0,-0.359203125764233,7286.10443193103,
30.22,0.219999999999999,4,4,1,0,0,-0.359111036589143,7287.48606757266,
30.24,0.240000000000002,4,4,1,0,0,-0.359018977216375,7288.86710716785,
30.26,0.260000000000002,4,4,1,0,0,-0.358926888041285,7290.24814676304,
30.28,0.280000000000001,4,4,1,0,0,-0.358834798866194,7291.62918635823,
30.3,0.300000000000001,4,4,1,0,0,-0.358742709691104,7292.81353062911,
30.32,0.32,4,4,1,0,0,-0.358650650318336,7293.42805450595,
30.34,0.34,4,4,1,0,0,-0.358558561143245,7293.90071933072,
30.36,0.359999999999999,4,4,1,0,0,-0.358466471968155,7294.36086718031,
30.38,0.379999999999999,4,4,1,0,0,-0.358373369514116,7294.82161107633,
30.4,0.400000000000002,4,4,1,0,0,-0.358272518456347,7295.28175892591,
30.42,0.420000000000002,4,4,1,0,0,-0.358168925584951,7295.74250282193,
30.44,0.440000000000001,4,4,1,0,0,-0.358065362515877,7296.20265067152,
30.46,0.460000000000001,4,4,1,0,0,-0.357961769644481,7296.66339456754,
30.48,0.48,4,4,1,0,0,-0.357858176773084,7297.12354241712,
30.5,0.5,4,4,1,0,0,-0.357754583901688,7297.58428631315,
30.52,0.52,4,4,1,0,0,-0.357650991030292,7298.04443416273,
30.54,0.539999999999999,4,4,1,0,0,-0.357547398158896,7298.50458201231,
30.56,0.560000000000002,4,4,1,0,0,-0.3574438052875,7298.96532590834,
30.58,0.580000000000002,4,4,1,0,0,-0.357340212416104,7299.47554165865,
30.6,0.600000000000001,4,4,1,0,0,-0.357236619544708,7300.22834830894,
30.62,0.620000000000001,4,4,1,0,0,-0.357133026673312,7301.0717540177,
30.64,0.640000000000001,4,4,1,0,0,-0.357029433801916,7301.9157557729,
30.66,0.66,4,4,1,0,0,-0.35692584093052,7302.75975752809,
30.68,0.68,4,4,1,0,0,-0.356822248059124,7303.60375928329,
30.7,0.699999999999999,4,4,1,0,0,-0.356718655187727,7304.44776103849,
30.72,0.719999999999999,4,4,1,0,0,-0.356615062316331,7305.29176279368,
30.74,0.740000000000002,4,4,1,0,0,-0.356511469444935,7306.13576454888,
30.76,0.760000000000002,4,4,1,0,0,-0.356407876573539,7306.98036235051,
30.78,0.780000000000001,4,4,1,0,0,-0.356304313504465,7307.82436410571,
30.8,0.800000000000001,4,4,1,0,0,-0.356200720633069,7308.66836586091,
30.82,0.82,4,4,1,0,0,-0.356097127761673,7309.5123676161,
30.84,0.84,4,4,1,0,0,-0.355993534890277,7310.3563693713,
30.86,0.859999999999999,4,4,1,0,0,-0.355889942018881,7311.20037112649,
30.88,0.879999999999999,4,4,1,0,0,-0.355786349147485,7312.04437288169,
30.9,0.900000000000002,4,4,1,0,0,-0.355682756276089,7312.88837463689,
30.92,0.920000000000002,4,4,1,0,0,-0.355579163404692,7313.73297243852,
30.94,0.940000000000001,4,4,1,0,0,-0.355475570533296,7314.57697419372,
30.96,0.960000000000001,4,4,1,0,0,-0.3553719776619,7315.42097594891,
30.98,0.98,4,4,1,0,0,-0.355268384790504,7316.26497770411,
31,1,4,4,1,0,0,-0.355164791919108,7317.1089794593,
31.02,1.02,4,4,1,0,0,-0.355061199047712,7317.9529812145,
31.04,1.04,4,4,1,0,0,-0.354957606176316,7318.7969829697,
31.06,1.06,4,4,1,0,0,-0.35485401330492,7319.64098472489,
31.08,1.08,4,4,1,0,0,-0.354750420433524,7320.48558252653,
31.1,1.1,4,4,1,0,0,-0.354646827562128,7321.32958428172,
31.12,1.12,4,4,1,0,0,-0.354543234690732,7322.17358603692,
31.14,1.14,4,4,1,0,0,-0.354439671621658,7323.01758779211,
31.16,1.16,4,4,1,0,0,-0.354336078750261,7323.86158954731,
31.18,1.18,4,4,1,0,0,-0.354232485878865,7324.70559130251,
31.2,1.2,4,4,1,0,0,-0.354128893007469,7325.5495930577,
31.22,1.22,4,4,1,0,0,-0.354025300136073,7326.3935948129,
31.24,1.24,4,4,1,0,0,-0.353921707264677,7327.23819261453,
31.26,1.26,4,4,1,0,0,-0.353818114393281,7327.95523647859,
31.28,1.28,4,4,1,0,0,-0.353714521521885,7328.36591247388,
31.3,1.3,4,4,1,0,0,-0.353610928650489,7328.67287638908,
31.32,1.32,4,4,1,0,0,-0.353507335779093,7328.97984030428,
31.34,1.34,4,4,1,0,0,-0.353403742907697,7329.28680421948,
31.36,1.36,4,4,1,0,0,-0.3533001500363,7329.59376813468,
31.38,1.38,4,4,1,0,0,-0.353196557164904,7329.90073204989,
31.4,1.4,4,4,1,0,0,-0.353092964293508,7330.20769596509,
31.42,1.42,4,4,1,0,0,-0.352989371422112,7330.51465988029,
31.44,1.44,4,4,1,0,0,-0.352885778550716,7330.82162379549,
31.46,1.46,4,4,1,0,0,-0.35278218567932,7331.63165090376,
31.48,1.48,4,4,1,0,0,-0.352678592807924,7333.40608114756,
31.5,1.5,4,4,1,0,0,-0.35257502973885,7335.32415858275,
31.52,1.52,4,4,1,0,0,-0.352471436867454,7337.24283206437,
31.54,1.54,4,4,1,0,0,-0.352367843996058,7339.16090949955,
31.56,1.56,4,4,1,0,0,-0.352264251124662,7341.07898693474,
31.58,1.58,4,4,1,0,0,-0.352160658253266,7342.9791829768,
31.6,1.6,4,4,1,0,0,-0.352057065381869,7344.01034331331,
31.62,1.62,4,4,1,0,0,-0.351953472510473,7344.51877092431,
31.64,1.64,4,4,1,0,0,-0.351849879639077,7344.89726041199,
31.66,1.66,4,4,1,0,0,-0.351746286767681,7345.20422432719,
31.68,1.68,4,4,1,0,0,-0.351642693896285,7345.51118824239,
31.7,1.7,4,4,1,0,0,-0.351539101024889,7345.79371425366,
31.72,1.72,4,4,1,0,0,-0.351435508153493,7345.92067214481,
31.74,1.74,4,4,1,0,0,-0.351331915282097,7345.95822307036,
31.76,1.76,4,4,1,0,0,-0.351228322410701,7345.95822307036,
31.78,1.78,4,4,1,0,0,-0.351124729539305,7345.95822307036,
31.8,1.8,4,4,1,0,0,-0.351021136667909,7345.95822307036,
31.82,1.82,4,4,1,0,0,-0.350917543796512,7345.95822307036,
31.84,1.84,4,4,1,0,0,-0.350813950925116,7345.95822307036,
31.86,1.86,4,4,1,0,0,-0.350710387856042,7345.95822307036,
31.88,1.88,4,4,1,0,0,-0.350606794984646,7345.95822307036,
31.9,1.9,4,4,1,0,0,-0.35050320211325,7345.95822307036,
31.92,1.92,4,4,1,0,0,-0.350399609241854,7346.03034468927,
31.94,1.94,4,4,1,0,0,-0.350296016370458,7346.68539972384,
31.96,1.96,4,4,1,0,0,-0.350192423499062,7347.52582520042,
31.98,1.98,4,4,1,0,0,-0.350088830627666,7348.36982695561,
